Date,Bank Rate,Date Format,Year
30/04/2013,0.5,04/30/2013,2013
01/05/2013,0.5,05/01/2013,2013
02/05/2013,0.5,05/02/2013,2013
03/05/2013,0.5,05/03/2013,2013
07/05/2013,0.5,05/07/2013,2013
08/05/2013,0.5,05/08/2013,2013
09/05/2013,0.5,05/09/2013,2013
10/05/2013,0.5,05/10/2013,2013
13/05/2013,0.5,05/13/2013,2013
14/05/2013,0.5,05/14/2013,2013
15/05/2013,0.5,05/15/2013,2013
16/05/2013,0.5,05/16/2013,2013
17/05/2013,0.5,05/17/2013,2013
20/05/2013,0.5,05/20/2013,2013
21/05/2013,0.5,05/21/2013,2013
22/05/2013,0.5,05/22/2013,2013
23/05/2013,0.5,05/23/2013,2013
24/05/2013,0.5,05/24/2013,2013
28/05/2013,0.5,05/28/2013,2013
29/05/2013,0.5,05/29/2013,2013
30/05/2013,0.5,05/30/2013,2013
31/05/2013,0.5,05/31/2013,2013
03/06/2013,0.5,06/03/2013,2013
04/06/2013,0.5,06/04/2013,2013
05/06/2013,0.5,06/05/2013,2013
06/06/2013,0.5,06/06/2013,2013
07/06/2013,0.5,06/07/2013,2013
10/06/2013,0.5,06/10/2013,2013
11/06/2013,0.5,06/11/2013,2013
12/06/2013,0.5,06/12/2013,2013
13/06/2013,0.5,06/13/2013,2013
14/06/2013,0.5,06/14/2013,2013
17/06/2013,0.5,06/17/2013,2013
18/06/2013,0.5,06/18/2013,2013
19/06/2013,0.5,06/19/2013,2013
20/06/2013,0.5,06/20/2013,2013
21/06/2013,0.5,06/21/2013,2013
24/06/2013,0.5,06/24/2013,2013
25/06/2013,0.5,06/25/2013,2013
26/06/2013,0.5,06/26/2013,2013
27/06/2013,0.5,06/27/2013,2013
28/06/2013,0.5,06/28/2013,2013
01/07/2013,0.5,07/01/2013,2013
02/07/2013,0.5,07/02/2013,2013
03/07/2013,0.5,07/03/2013,2013
04/07/2013,0.5,07/04/2013,2013
05/07/2013,0.5,07/05/2013,2013
08/07/2013,0.5,07/08/2013,2013
09/07/2013,0.5,07/09/2013,2013
10/07/2013,0.5,07/10/2013,2013
11/07/2013,0.5,07/11/2013,2013
12/07/2013,0.5,07/12/2013,2013
15/07/2013,0.5,07/15/2013,2013
16/07/2013,0.5,07/16/2013,2013
17/07/2013,0.5,07/17/2013,2013
18/07/2013,0.5,07/18/2013,2013
19/07/2013,0.5,07/19/2013,2013
22/07/2013,0.5,07/22/2013,2013
23/07/2013,0.5,07/23/2013,2013
24/07/2013,0.5,07/24/2013,2013
25/07/2013,0.5,07/25/2013,2013
26/07/2013,0.5,07/26/2013,2013
29/07/2013,0.5,07/29/2013,2013
30/07/2013,0.5,07/30/2013,2013
31/07/2013,0.5,07/31/2013,2013
01/08/2013,0.5,08/01/2013,2013
02/08/2013,0.5,08/02/2013,2013
05/08/2013,0.5,08/05/2013,2013
06/08/2013,0.5,08/06/2013,2013
07/08/2013,0.5,08/07/2013,2013
08/08/2013,0.5,08/08/2013,2013
09/08/2013,0.5,08/09/2013,2013
12/08/2013,0.5,08/12/2013,2013
13/08/2013,0.5,08/13/2013,2013
14/08/2013,0.5,08/14/2013,2013
15/08/2013,0.5,08/15/2013,2013
16/08/2013,0.5,08/16/2013,2013
19/08/2013,0.5,08/19/2013,2013
20/08/2013,0.5,08/20/2013,2013
21/08/2013,0.5,08/21/2013,2013
22/08/2013,0.5,08/22/2013,2013
23/08/2013,0.5,08/23/2013,2013
27/08/2013,0.5,08/27/2013,2013
28/08/2013,0.5,08/28/2013,2013
29/08/2013,0.5,08/29/2013,2013
30/08/2013,0.5,08/30/2013,2013
02/09/2013,0.5,09/02/2013,2013
03/09/2013,0.5,09/03/2013,2013
04/09/2013,0.5,09/04/2013,2013
05/09/2013,0.5,09/05/2013,2013
06/09/2013,0.5,09/06/2013,2013
09/09/2013,0.5,09/09/2013,2013
10/09/2013,0.5,09/10/2013,2013
11/09/2013,0.5,09/11/2013,2013
12/09/2013,0.5,09/12/2013,2013
13/09/2013,0.5,09/13/2013,2013
16/09/2013,0.5,09/16/2013,2013
17/09/2013,0.5,09/17/2013,2013
18/09/2013,0.5,09/18/2013,2013
19/09/2013,0.5,09/19/2013,2013
20/09/2013,0.5,09/20/2013,2013
23/09/2013,0.5,09/23/2013,2013
24/09/2013,0.5,09/24/2013,2013
25/09/2013,0.5,09/25/2013,2013
26/09/2013,0.5,09/26/2013,2013
27/09/2013,0.5,09/27/2013,2013
30/09/2013,0.5,09/30/2013,2013
01/10/2013,0.5,10/01/2013,2013
02/10/2013,0.5,10/02/2013,2013
03/10/2013,0.5,10/03/2013,2013
04/10/2013,0.5,10/04/2013,2013
07/10/2013,0.5,10/07/2013,2013
08/10/2013,0.5,10/08/2013,2013
09/10/2013,0.5,10/09/2013,2013
10/10/2013,0.5,10/10/2013,2013
11/10/2013,0.5,10/11/2013,2013
14/10/2013,0.5,10/14/2013,2013
15/10/2013,0.5,10/15/2013,2013
16/10/2013,0.5,10/16/2013,2013
17/10/2013,0.5,10/17/2013,2013
18/10/2013,0.5,10/18/2013,2013
21/10/2013,0.5,10/21/2013,2013
22/10/2013,0.5,10/22/2013,2013
23/10/2013,0.5,10/23/2013,2013
24/10/2013,0.5,10/24/2013,2013
25/10/2013,0.5,10/25/2013,2013
28/10/2013,0.5,10/28/2013,2013
29/10/2013,0.5,10/29/2013,2013
30/10/2013,0.5,10/30/2013,2013
31/10/2013,0.5,10/31/2013,2013
01/11/2013,0.5,11/01/2013,2013
04/11/2013,0.5,11/04/2013,2013
05/11/2013,0.5,11/05/2013,2013
06/11/2013,0.5,11/06/2013,2013
07/11/2013,0.5,11/07/2013,2013
08/11/2013,0.5,11/08/2013,2013
11/11/2013,0.5,11/11/2013,2013
12/11/2013,0.5,11/12/2013,2013
13/11/2013,0.5,11/13/2013,2013
14/11/2013,0.5,11/14/2013,2013
15/11/2013,0.5,11/15/2013,2013
18/11/2013,0.5,11/18/2013,2013
19/11/2013,0.5,11/19/2013,2013
20/11/2013,0.5,11/20/2013,2013
21/11/2013,0.5,11/21/2013,2013
22/11/2013,0.5,11/22/2013,2013
25/11/2013,0.5,11/25/2013,2013
26/11/2013,0.5,11/26/2013,2013
27/11/2013,0.5,11/27/2013,2013
28/11/2013,0.5,11/28/2013,2013
29/11/2013,0.5,11/29/2013,2013
02/12/2013,0.5,12/02/2013,2013
03/12/2013,0.5,12/03/2013,2013
04/12/2013,0.5,12/04/2013,2013
05/12/2013,0.5,12/05/2013,2013
06/12/2013,0.5,12/06/2013,2013
09/12/2013,0.5,12/09/2013,2013
10/12/2013,0.5,12/10/2013,2013
11/12/2013,0.5,12/11/2013,2013
12/12/2013,0.5,12/12/2013,2013
13/12/2013,0.5,12/13/2013,2013
16/12/2013,0.5,12/16/2013,2013
17/12/2013,0.5,12/17/2013,2013
18/12/2013,0.5,12/18/2013,2013
19/12/2013,0.5,12/19/2013,2013
20/12/2013,0.5,12/20/2013,2013
23/12/2013,0.5,12/23/2013,2013
24/12/2013,0.5,12/24/2013,2013
27/12/2013,0.5,12/27/2013,2013
30/12/2013,0.5,12/30/2013,2013
31/12/2013,0.5,12/31/2013,2013
02/01/2014,0.5,01/02/2014,2014
03/01/2014,0.5,01/03/2014,2014
06/01/2014,0.5,01/06/2014,2014
07/01/2014,0.5,01/07/2014,2014
08/01/2014,0.5,01/08/2014,2014
09/01/2014,0.5,01/09/2014,2014
10/01/2014,0.5,01/10/2014,2014
13/01/2014,0.5,01/13/2014,2014
14/01/2014,0.5,01/14/2014,2014
15/01/2014,0.5,01/15/2014,2014
16/01/2014,0.5,01/16/2014,2014
17/01/2014,0.5,01/17/2014,2014
20/01/2014,0.5,01/20/2014,2014
21/01/2014,0.5,01/21/2014,2014
22/01/2014,0.5,01/22/2014,2014
23/01/2014,0.5,01/23/2014,2014
24/01/2014,0.5,01/24/2014,2014
27/01/2014,0.5,01/27/2014,2014
28/01/2014,0.5,01/28/2014,2014
29/01/2014,0.5,01/29/2014,2014
30/01/2014,0.5,01/30/2014,2014
31/01/2014,0.5,01/31/2014,2014
03/02/2014,0.5,02/03/2014,2014
04/02/2014,0.5,02/04/2014,2014
05/02/2014,0.5,02/05/2014,2014
06/02/2014,0.5,02/06/2014,2014
07/02/2014,0.5,02/07/2014,2014
10/02/2014,0.5,02/10/2014,2014
11/02/2014,0.5,02/11/2014,2014
12/02/2014,0.5,02/12/2014,2014
13/02/2014,0.5,02/13/2014,2014
14/02/2014,0.5,02/14/2014,2014
17/02/2014,0.5,02/17/2014,2014
18/02/2014,0.5,02/18/2014,2014
19/02/2014,0.5,02/19/2014,2014
20/02/2014,0.5,02/20/2014,2014
21/02/2014,0.5,02/21/2014,2014
24/02/2014,0.5,02/24/2014,2014
25/02/2014,0.5,02/25/2014,2014
26/02/2014,0.5,02/26/2014,2014
27/02/2014,0.5,02/27/2014,2014
28/02/2014,0.5,02/28/2014,2014
03/03/2014,0.5,03/03/2014,2014
04/03/2014,0.5,03/04/2014,2014
05/03/2014,0.5,03/05/2014,2014
06/03/2014,0.5,03/06/2014,2014
07/03/2014,0.5,03/07/2014,2014
10/03/2014,0.5,03/10/2014,2014
11/03/2014,0.5,03/11/2014,2014
12/03/2014,0.5,03/12/2014,2014
13/03/2014,0.5,03/13/2014,2014
14/03/2014,0.5,03/14/2014,2014
17/03/2014,0.5,03/17/2014,2014
18/03/2014,0.5,03/18/2014,2014
19/03/2014,0.5,03/19/2014,2014
20/03/2014,0.5,03/20/2014,2014
21/03/2014,0.5,03/21/2014,2014
24/03/2014,0.5,03/24/2014,2014
25/03/2014,0.5,03/25/2014,2014
26/03/2014,0.5,03/26/2014,2014
27/03/2014,0.5,03/27/2014,2014
28/03/2014,0.5,03/28/2014,2014
31/03/2014,0.5,03/31/2014,2014
01/04/2014,0.5,04/01/2014,2014
02/04/2014,0.5,04/02/2014,2014
03/04/2014,0.5,04/03/2014,2014
04/04/2014,0.5,04/04/2014,2014
07/04/2014,0.5,04/07/2014,2014
08/04/2014,0.5,04/08/2014,2014
09/04/2014,0.5,04/09/2014,2014
10/04/2014,0.5,04/10/2014,2014
11/04/2014,0.5,04/11/2014,2014
14/04/2014,0.5,04/14/2014,2014
15/04/2014,0.5,04/15/2014,2014
16/04/2014,0.5,04/16/2014,2014
17/04/2014,0.5,04/17/2014,2014
22/04/2014,0.5,04/22/2014,2014
23/04/2014,0.5,04/23/2014,2014
24/04/2014,0.5,04/24/2014,2014
25/04/2014,0.5,04/25/2014,2014
28/04/2014,0.5,04/28/2014,2014
29/04/2014,0.5,04/29/2014,2014
30/04/2014,0.5,04/30/2014,2014
01/05/2014,0.5,05/01/2014,2014
02/05/2014,0.5,05/02/2014,2014
06/05/2014,0.5,05/06/2014,2014
07/05/2014,0.5,05/07/2014,2014
08/05/2014,0.5,05/08/2014,2014
09/05/2014,0.5,05/09/2014,2014
12/05/2014,0.5,05/12/2014,2014
13/05/2014,0.5,05/13/2014,2014
14/05/2014,0.5,05/14/2014,2014
15/05/2014,0.5,05/15/2014,2014
16/05/2014,0.5,05/16/2014,2014
19/05/2014,0.5,05/19/2014,2014
20/05/2014,0.5,05/20/2014,2014
21/05/2014,0.5,05/21/2014,2014
22/05/2014,0.5,05/22/2014,2014
23/05/2014,0.5,05/23/2014,2014
27/05/2014,0.5,05/27/2014,2014
28/05/2014,0.5,05/28/2014,2014
29/05/2014,0.5,05/29/2014,2014
30/05/2014,0.5,05/30/2014,2014
02/06/2014,0.5,06/02/2014,2014
03/06/2014,0.5,06/03/2014,2014
04/06/2014,0.5,06/04/2014,2014
05/06/2014,0.5,06/05/2014,2014
06/06/2014,0.5,06/06/2014,2014
09/06/2014,0.5,06/09/2014,2014
10/06/2014,0.5,06/10/2014,2014
11/06/2014,0.5,06/11/2014,2014
12/06/2014,0.5,06/12/2014,2014
13/06/2014,0.5,06/13/2014,2014
16/06/2014,0.5,06/16/2014,2014
17/06/2014,0.5,06/17/2014,2014
18/06/2014,0.5,06/18/2014,2014
19/06/2014,0.5,06/19/2014,2014
20/06/2014,0.5,06/20/2014,2014
23/06/2014,0.5,06/23/2014,2014
24/06/2014,0.5,06/24/2014,2014
25/06/2014,0.5,06/25/2014,2014
26/06/2014,0.5,06/26/2014,2014
27/06/2014,0.5,06/27/2014,2014
30/06/2014,0.5,06/30/2014,2014
01/07/2014,0.5,07/01/2014,2014
02/07/2014,0.5,07/02/2014,2014
03/07/2014,0.5,07/03/2014,2014
04/07/2014,0.5,07/04/2014,2014
07/07/2014,0.5,07/07/2014,2014
08/07/2014,0.5,07/08/2014,2014
09/07/2014,0.5,07/09/2014,2014
10/07/2014,0.5,07/10/2014,2014
11/07/2014,0.5,07/11/2014,2014
14/07/2014,0.5,07/14/2014,2014
15/07/2014,0.5,07/15/2014,2014
16/07/2014,0.5,07/16/2014,2014
17/07/2014,0.5,07/17/2014,2014
18/07/2014,0.5,07/18/2014,2014
21/07/2014,0.5,07/21/2014,2014
22/07/2014,0.5,07/22/2014,2014
23/07/2014,0.5,07/23/2014,2014
24/07/2014,0.5,07/24/2014,2014
25/07/2014,0.5,07/25/2014,2014
28/07/2014,0.5,07/28/2014,2014
29/07/2014,0.5,07/29/2014,2014
30/07/2014,0.5,07/30/2014,2014
31/07/2014,0.5,07/31/2014,2014
01/08/2014,0.5,08/01/2014,2014
04/08/2014,0.5,08/04/2014,2014
05/08/2014,0.5,08/05/2014,2014
06/08/2014,0.5,08/06/2014,2014
07/08/2014,0.5,08/07/2014,2014
08/08/2014,0.5,08/08/2014,2014
11/08/2014,0.5,08/11/2014,2014
12/08/2014,0.5,08/12/2014,2014
13/08/2014,0.5,08/13/2014,2014
14/08/2014,0.5,08/14/2014,2014
15/08/2014,0.5,08/15/2014,2014
18/08/2014,0.5,08/18/2014,2014
19/08/2014,0.5,08/19/2014,2014
20/08/2014,0.5,08/20/2014,2014
21/08/2014,0.5,08/21/2014,2014
22/08/2014,0.5,08/22/2014,2014
26/08/2014,0.5,08/26/2014,2014
27/08/2014,0.5,08/27/2014,2014
28/08/2014,0.5,08/28/2014,2014
29/08/2014,0.5,08/29/2014,2014
01/09/2014,0.5,09/01/2014,2014
02/09/2014,0.5,09/02/2014,2014
03/09/2014,0.5,09/03/2014,2014
04/09/2014,0.5,09/04/2014,2014
05/09/2014,0.5,09/05/2014,2014
08/09/2014,0.5,09/08/2014,2014
09/09/2014,0.5,09/09/2014,2014
10/09/2014,0.5,09/10/2014,2014
11/09/2014,0.5,09/11/2014,2014
12/09/2014,0.5,09/12/2014,2014
15/09/2014,0.5,09/15/2014,2014
16/09/2014,0.5,09/16/2014,2014
17/09/2014,0.5,09/17/2014,2014
18/09/2014,0.5,09/18/2014,2014
19/09/2014,0.5,09/19/2014,2014
22/09/2014,0.5,09/22/2014,2014
23/09/2014,0.5,09/23/2014,2014
24/09/2014,0.5,09/24/2014,2014
25/09/2014,0.5,09/25/2014,2014
26/09/2014,0.5,09/26/2014,2014
29/09/2014,0.5,09/29/2014,2014
30/09/2014,0.5,09/30/2014,2014
01/10/2014,0.5,10/01/2014,2014
02/10/2014,0.5,10/02/2014,2014
03/10/2014,0.5,10/03/2014,2014
06/10/2014,0.5,10/06/2014,2014
07/10/2014,0.5,10/07/2014,2014
08/10/2014,0.5,10/08/2014,2014
09/10/2014,0.5,10/09/2014,2014
10/10/2014,0.5,10/10/2014,2014
13/10/2014,0.5,10/13/2014,2014
14/10/2014,0.5,10/14/2014,2014
15/10/2014,0.5,10/15/2014,2014
16/10/2014,0.5,10/16/2014,2014
17/10/2014,0.5,10/17/2014,2014
20/10/2014,0.5,10/20/2014,2014
21/10/2014,0.5,10/21/2014,2014
22/10/2014,0.5,10/22/2014,2014
23/10/2014,0.5,10/23/2014,2014
24/10/2014,0.5,10/24/2014,2014
27/10/2014,0.5,10/27/2014,2014
28/10/2014,0.5,10/28/2014,2014
29/10/2014,0.5,10/29/2014,2014
30/10/2014,0.5,10/30/2014,2014
31/10/2014,0.5,10/31/2014,2014
03/11/2014,0.5,11/03/2014,2014
04/11/2014,0.5,11/04/2014,2014
05/11/2014,0.5,11/05/2014,2014
06/11/2014,0.5,11/06/2014,2014
07/11/2014,0.5,11/07/2014,2014
10/11/2014,0.5,11/10/2014,2014
11/11/2014,0.5,11/11/2014,2014
12/11/2014,0.5,11/12/2014,2014
13/11/2014,0.5,11/13/2014,2014
14/11/2014,0.5,11/14/2014,2014
17/11/2014,0.5,11/17/2014,2014
18/11/2014,0.5,11/18/2014,2014
19/11/2014,0.5,11/19/2014,2014
20/11/2014,0.5,11/20/2014,2014
21/11/2014,0.5,11/21/2014,2014
24/11/2014,0.5,11/24/2014,2014
25/11/2014,0.5,11/25/2014,2014
26/11/2014,0.5,11/26/2014,2014
27/11/2014,0.5,11/27/2014,2014
28/11/2014,0.5,11/28/2014,2014
01/12/2014,0.5,12/01/2014,2014
02/12/2014,0.5,12/02/2014,2014
03/12/2014,0.5,12/03/2014,2014
04/12/2014,0.5,12/04/2014,2014
05/12/2014,0.5,12/05/2014,2014
08/12/2014,0.5,12/08/2014,2014
09/12/2014,0.5,12/09/2014,2014
10/12/2014,0.5,12/10/2014,2014
11/12/2014,0.5,12/11/2014,2014
12/12/2014,0.5,12/12/2014,2014
15/12/2014,0.5,12/15/2014,2014
16/12/2014,0.5,12/16/2014,2014
17/12/2014,0.5,12/17/2014,2014
18/12/2014,0.5,12/18/2014,2014
19/12/2014,0.5,12/19/2014,2014
22/12/2014,0.5,12/22/2014,2014
23/12/2014,0.5,12/23/2014,2014
24/12/2014,0.5,12/24/2014,2014
29/12/2014,0.5,12/29/2014,2014
30/12/2014,0.5,12/30/2014,2014
31/12/2014,0.5,12/31/2014,2014
02/01/2015,0.5,01/02/2015,2015
05/01/2015,0.5,01/05/2015,2015
06/01/2015,0.5,01/06/2015,2015
07/01/2015,0.5,01/07/2015,2015
08/01/2015,0.5,01/08/2015,2015
09/01/2015,0.5,01/09/2015,2015
12/01/2015,0.5,01/12/2015,2015
13/01/2015,0.5,01/13/2015,2015
14/01/2015,0.5,01/14/2015,2015
15/01/2015,0.5,01/15/2015,2015
16/01/2015,0.5,01/16/2015,2015
19/01/2015,0.5,01/19/2015,2015
20/01/2015,0.5,01/20/2015,2015
21/01/2015,0.5,01/21/2015,2015
22/01/2015,0.5,01/22/2015,2015
23/01/2015,0.5,01/23/2015,2015
26/01/2015,0.5,01/26/2015,2015
27/01/2015,0.5,01/27/2015,2015
28/01/2015,0.5,01/28/2015,2015
29/01/2015,0.5,01/29/2015,2015
30/01/2015,0.5,01/30/2015,2015
02/02/2015,0.5,02/02/2015,2015
03/02/2015,0.5,02/03/2015,2015
04/02/2015,0.5,02/04/2015,2015
05/02/2015,0.5,02/05/2015,2015
06/02/2015,0.5,02/06/2015,2015
09/02/2015,0.5,02/09/2015,2015
10/02/2015,0.5,02/10/2015,2015
11/02/2015,0.5,02/11/2015,2015
12/02/2015,0.5,02/12/2015,2015
13/02/2015,0.5,02/13/2015,2015
16/02/2015,0.5,02/16/2015,2015
17/02/2015,0.5,02/17/2015,2015
18/02/2015,0.5,02/18/2015,2015
19/02/2015,0.5,02/19/2015,2015
20/02/2015,0.5,02/20/2015,2015
23/02/2015,0.5,02/23/2015,2015
24/02/2015,0.5,02/24/2015,2015
25/02/2015,0.5,02/25/2015,2015
26/02/2015,0.5,02/26/2015,2015
27/02/2015,0.5,02/27/2015,2015
02/03/2015,0.5,03/02/2015,2015
03/03/2015,0.5,03/03/2015,2015
04/03/2015,0.5,03/04/2015,2015
05/03/2015,0.5,03/05/2015,2015
06/03/2015,0.5,03/06/2015,2015
09/03/2015,0.5,03/09/2015,2015
10/03/2015,0.5,03/10/2015,2015
11/03/2015,0.5,03/11/2015,2015
12/03/2015,0.5,03/12/2015,2015
13/03/2015,0.5,03/13/2015,2015
16/03/2015,0.5,03/16/2015,2015
17/03/2015,0.5,03/17/2015,2015
18/03/2015,0.5,03/18/2015,2015
19/03/2015,0.5,03/19/2015,2015
20/03/2015,0.5,03/20/2015,2015
23/03/2015,0.5,03/23/2015,2015
24/03/2015,0.5,03/24/2015,2015
25/03/2015,0.5,03/25/2015,2015
26/03/2015,0.5,03/26/2015,2015
27/03/2015,0.5,03/27/2015,2015
30/03/2015,0.5,03/30/2015,2015
31/03/2015,0.5,03/31/2015,2015
01/04/2015,0.5,04/01/2015,2015
02/04/2015,0.5,04/02/2015,2015
07/04/2015,0.5,04/07/2015,2015
08/04/2015,0.5,04/08/2015,2015
09/04/2015,0.5,04/09/2015,2015
10/04/2015,0.5,04/10/2015,2015
13/04/2015,0.5,04/13/2015,2015
14/04/2015,0.5,04/14/2015,2015
15/04/2015,0.5,04/15/2015,2015
16/04/2015,0.5,04/16/2015,2015
17/04/2015,0.5,04/17/2015,2015
20/04/2015,0.5,04/20/2015,2015
21/04/2015,0.5,04/21/2015,2015
22/04/2015,0.5,04/22/2015,2015
23/04/2015,0.5,04/23/2015,2015
24/04/2015,0.5,04/24/2015,2015
27/04/2015,0.5,04/27/2015,2015
28/04/2015,0.5,04/28/2015,2015
29/04/2015,0.5,04/29/2015,2015
30/04/2015,0.5,04/30/2015,2015
01/05/2015,0.5,05/01/2015,2015
05/05/2015,0.5,05/05/2015,2015
06/05/2015,0.5,05/06/2015,2015
07/05/2015,0.5,05/07/2015,2015
08/05/2015,0.5,05/08/2015,2015
11/05/2015,0.5,05/11/2015,2015
12/05/2015,0.5,05/12/2015,2015
13/05/2015,0.5,05/13/2015,2015
14/05/2015,0.5,05/14/2015,2015
15/05/2015,0.5,05/15/2015,2015
18/05/2015,0.5,05/18/2015,2015
19/05/2015,0.5,05/19/2015,2015
20/05/2015,0.5,05/20/2015,2015
21/05/2015,0.5,05/21/2015,2015
22/05/2015,0.5,05/22/2015,2015
26/05/2015,0.5,05/26/2015,2015
27/05/2015,0.5,05/27/2015,2015
28/05/2015,0.5,05/28/2015,2015
29/05/2015,0.5,05/29/2015,2015
01/06/2015,0.5,06/01/2015,2015
02/06/2015,0.5,06/02/2015,2015
03/06/2015,0.5,06/03/2015,2015
04/06/2015,0.5,06/04/2015,2015
05/06/2015,0.5,06/05/2015,2015
08/06/2015,0.5,06/08/2015,2015
09/06/2015,0.5,06/09/2015,2015
10/06/2015,0.5,06/10/2015,2015
11/06/2015,0.5,06/11/2015,2015
12/06/2015,0.5,06/12/2015,2015
15/06/2015,0.5,06/15/2015,2015
16/06/2015,0.5,06/16/2015,2015
17/06/2015,0.5,06/17/2015,2015
18/06/2015,0.5,06/18/2015,2015
19/06/2015,0.5,06/19/2015,2015
22/06/2015,0.5,06/22/2015,2015
23/06/2015,0.5,06/23/2015,2015
24/06/2015,0.5,06/24/2015,2015
25/06/2015,0.5,06/25/2015,2015
26/06/2015,0.5,06/26/2015,2015
29/06/2015,0.5,06/29/2015,2015
30/06/2015,0.5,06/30/2015,2015
01/07/2015,0.5,07/01/2015,2015
02/07/2015,0.5,07/02/2015,2015
03/07/2015,0.5,07/03/2015,2015
06/07/2015,0.5,07/06/2015,2015
07/07/2015,0.5,07/07/2015,2015
08/07/2015,0.5,07/08/2015,2015
09/07/2015,0.5,07/09/2015,2015
10/07/2015,0.5,07/10/2015,2015
13/07/2015,0.5,07/13/2015,2015
14/07/2015,0.5,07/14/2015,2015
15/07/2015,0.5,07/15/2015,2015
16/07/2015,0.5,07/16/2015,2015
17/07/2015,0.5,07/17/2015,2015
20/07/2015,0.5,07/20/2015,2015
21/07/2015,0.5,07/21/2015,2015
22/07/2015,0.5,07/22/2015,2015
23/07/2015,0.5,07/23/2015,2015
24/07/2015,0.5,07/24/2015,2015
27/07/2015,0.5,07/27/2015,2015
28/07/2015,0.5,07/28/2015,2015
29/07/2015,0.5,07/29/2015,2015
30/07/2015,0.5,07/30/2015,2015
31/07/2015,0.5,07/31/2015,2015
03/08/2015,0.5,08/03/2015,2015
04/08/2015,0.5,08/04/2015,2015
05/08/2015,0.5,08/05/2015,2015
06/08/2015,0.5,08/06/2015,2015
07/08/2015,0.5,08/07/2015,2015
10/08/2015,0.5,08/10/2015,2015
11/08/2015,0.5,08/11/2015,2015
12/08/2015,0.5,08/12/2015,2015
13/08/2015,0.5,08/13/2015,2015
14/08/2015,0.5,08/14/2015,2015
17/08/2015,0.5,08/17/2015,2015
18/08/2015,0.5,08/18/2015,2015
19/08/2015,0.5,08/19/2015,2015
20/08/2015,0.5,08/20/2015,2015
21/08/2015,0.5,08/21/2015,2015
24/08/2015,0.5,08/24/2015,2015
25/08/2015,0.5,08/25/2015,2015
26/08/2015,0.5,08/26/2015,2015
27/08/2015,0.5,08/27/2015,2015
28/08/2015,0.5,08/28/2015,2015
01/09/2015,0.5,09/01/2015,2015
02/09/2015,0.5,09/02/2015,2015
03/09/2015,0.5,09/03/2015,2015
04/09/2015,0.5,09/04/2015,2015
07/09/2015,0.5,09/07/2015,2015
08/09/2015,0.5,09/08/2015,2015
09/09/2015,0.5,09/09/2015,2015
10/09/2015,0.5,09/10/2015,2015
11/09/2015,0.5,09/11/2015,2015
14/09/2015,0.5,09/14/2015,2015
15/09/2015,0.5,09/15/2015,2015
16/09/2015,0.5,09/16/2015,2015
17/09/2015,0.5,09/17/2015,2015
18/09/2015,0.5,09/18/2015,2015
21/09/2015,0.5,09/21/2015,2015
22/09/2015,0.5,09/22/2015,2015
23/09/2015,0.5,09/23/2015,2015
24/09/2015,0.5,09/24/2015,2015
25/09/2015,0.5,09/25/2015,2015
28/09/2015,0.5,09/28/2015,2015
29/09/2015,0.5,09/29/2015,2015
30/09/2015,0.5,09/30/2015,2015
01/10/2015,0.5,10/01/2015,2015
02/10/2015,0.5,10/02/2015,2015
05/10/2015,0.5,10/05/2015,2015
06/10/2015,0.5,10/06/2015,2015
07/10/2015,0.5,10/07/2015,2015
08/10/2015,0.5,10/08/2015,2015
09/10/2015,0.5,10/09/2015,2015
12/10/2015,0.5,10/12/2015,2015
13/10/2015,0.5,10/13/2015,2015
14/10/2015,0.5,10/14/2015,2015
15/10/2015,0.5,10/15/2015,2015
16/10/2015,0.5,10/16/2015,2015
19/10/2015,0.5,10/19/2015,2015
20/10/2015,0.5,10/20/2015,2015
21/10/2015,0.5,10/21/2015,2015
22/10/2015,0.5,10/22/2015,2015
23/10/2015,0.5,10/23/2015,2015
26/10/2015,0.5,10/26/2015,2015
27/10/2015,0.5,10/27/2015,2015
28/10/2015,0.5,10/28/2015,2015
29/10/2015,0.5,10/29/2015,2015
30/10/2015,0.5,10/30/2015,2015
02/11/2015,0.5,11/02/2015,2015
03/11/2015,0.5,11/03/2015,2015
04/11/2015,0.5,11/04/2015,2015
05/11/2015,0.5,11/05/2015,2015
06/11/2015,0.5,11/06/2015,2015
09/11/2015,0.5,11/09/2015,2015
10/11/2015,0.5,11/10/2015,2015
11/11/2015,0.5,11/11/2015,2015
12/11/2015,0.5,11/12/2015,2015
13/11/2015,0.5,11/13/2015,2015
16/11/2015,0.5,11/16/2015,2015
17/11/2015,0.5,11/17/2015,2015
18/11/2015,0.5,11/18/2015,2015
19/11/2015,0.5,11/19/2015,2015
20/11/2015,0.5,11/20/2015,2015
23/11/2015,0.5,11/23/2015,2015
24/11/2015,0.5,11/24/2015,2015
25/11/2015,0.5,11/25/2015,2015
26/11/2015,0.5,11/26/2015,2015
27/11/2015,0.5,11/27/2015,2015
30/11/2015,0.5,11/30/2015,2015
01/12/2015,0.5,12/01/2015,2015
02/12/2015,0.5,12/02/2015,2015
03/12/2015,0.5,12/03/2015,2015
04/12/2015,0.5,12/04/2015,2015
07/12/2015,0.5,12/07/2015,2015
08/12/2015,0.5,12/08/2015,2015
09/12/2015,0.5,12/09/2015,2015
10/12/2015,0.5,12/10/2015,2015
11/12/2015,0.5,12/11/2015,2015
